\x93\xfa\x95t,\x83R\x81[\x83h,\x96\xc1\x95\xbf\x96\xbc,\x8bƎ\xed,\x8e\x9e\x89\xbf\x91\x8d\x8az\x81i\x95S\x96\x9c\x89~\x81j,\x91O\x93\xfa\x94\xe4,\x91O\x93\xfa\x94\xe4\x81i\x81\x93\x81j,\x94\x84\x94\x83\x91\xe3\x8b\xe0\x81i\x90\xe7\x89~\x81j,\x8es\x8f\xea,\x8fI\x92l,\x8en\x92l,\x8d\x82\x92l,\x88\xc0\x92l,\x8fo\x97\x88\x8d\x82
2025/12/17,1000,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-5000-0,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,4548.57915727828,-15.818777292781448,0.11376191529462876,9330797.835509244,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/17,1001,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-5000-1,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,4901.553499048575,89.82937162627897,4.142651556730456,429223.32011948654,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/17,1002,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-5000-2,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,5208.938291576765,-39.91931593191029,0.36327682650092985,8500700.710865326,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/17,1000,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-50000-0,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,52112.94486789843,-20.14155630548362,-1.8135490498749074,5625278.275767549,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/17,1001,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-50000-1,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,48220.53068253858,-39.62489651118422,-0.6128006473209515,9233541.147199823,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/17,1002,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-50000-2,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,47993.646033691686,21.281938652541797,3.945250707162188,9066619.06075472,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/17,1000,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-500000-0,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,526589.7205736446,64.25198032932107,-2.0602206708785786,9220917.974846408,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/17,1001,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-500000-1,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,534334.5707940012,94.23983925724136,0.9516327752668561,4473891.672147979,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/17,1002,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-500000-2,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,519054.72666666564,-21.93012588188934,4.83830400963004,9944600.571207413,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/17,1000,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-2000000-0,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,2186501.7600566307,-2.5042514727569625,-3.5987045760157055,2599335.392051901,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/17,1001,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-2000000-1,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,1942237.193184664,24.199731389949534,-4.635824564468183,6442026.896220623,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/17,1002,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-2000000-2,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,1821369.3775731926,63.74166991914677,-1.8584120994134015,4440386.983702782,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/17,1000,Stock-\x90H\x97\xbf\x95i-5000-0,\x90H\x97\xbf\x95i,4922.6104469715065,-13.234208153917223,2.4460037159669508,7609589.732214503,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/17,1001,Stock-\x90H\x97\xbf\x95i-5000-1,\x90H\x97\xbf\x95i,5142.8721076851225,-92.30316916451304,-3.6732100364892606,1606553.1839929984,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/17,1002,Stock-\x90H\x97\xbf\x95i-5000-2,\x90H\x97\xbf\x95i,5236.074698481286,90.55730408653056,-1.0407579466475,4806407.42522139,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/17,1000,Stock-\x90H\x97\xbf\x95i-50000-0,\x90H\x97\xbf\x95i,52347.75706786573,53.15351358472276,4.841388840163759,8863834.610020762,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/17,1001,Stock-\x90H\x97\xbf\x95i-50000-1,\x90H\x97\xbf\x95i,49521.68127394149,-47.32819852377237,-1.8757406321619872,4269399.69772641,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/17,1002,Stock-\x90H\x97\xbf\x95i-50000-2,\x90H\x97\xbf\x95i,48323.07236321157,53.64511732723787,2.2017728009713435,3556506.3766602357,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/17,1000,Stock-\x90H\x97\xbf\x95i-500000-0,\x90H\x97\xbf\x95i,501627.18825025496,-84.2336904574922,-1.3561525592283652,8159218.573243705,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/17,1001,Stock-\x90H\x97\xbf\x95i-500000-1,\x90H\x97\xbf\x95i,482451.80562712543,-14.814599666963659,-1.4606870030339616,5327865.202523617,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/17,1002,Stock-\x90H\x97\xbf\x95i-500000-2,\x90H\x97\xbf\x95i,484578.61667078384,53.9855168543088,-4.937142543564792,4456627.503604727,Prime,1000.0,1000.0,1010.0,990.0,10000.0
