\x93\xfa\x95t,\x83R\x81[\x83h,\x96\xc1\x95\xbf\x96\xbc,\x8bƎ\xed,\x8e\x9e\x89\xbf\x91\x8d\x8az\x81i\x95S\x96\x9c\x89~\x81j,\x91O\x93\xfa\x94\xe4,\x91O\x93\xfa\x94\xe4\x81i\x81\x93\x81j,\x94\x84\x94\x83\x91\xe3\x8b\xe0\x81i\x90\xe7\x89~\x81j,\x8es\x8f\xea,\x8fI\x92l,\x8en\x92l,\x8d\x82\x92l,\x88\xc0\x92l,\x8fo\x97\x88\x8d\x82
2025/12/28,1000,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-5000-0,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,4678.258632179748,96.194328335748,-4.359949885195173,3785602.566093676,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/28,1001,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-5000-1,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,5285.859241525447,1.5474955032203326,-1.9460314792610212,8694059.830340713,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/28,1002,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-5000-2,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,5379.903817280499,-70.82589426865718,-2.6071505411586147,1474263.7784414557,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/28,1000,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-50000-0,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,51927.76473629525,14.74554159706365,-4.063274172507166,3284093.9852910303,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/28,1001,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-50000-1,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,45481.38307178982,-68.57614556240324,0.059976788030934536,7229207.706690559,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/28,1002,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-50000-2,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,49121.54344923925,-71.6762524604068,-1.0408776452014101,3643749.365248543,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/28,1000,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-500000-0,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,451463.353147506,-7.112471595807392,1.3849742674121144,1924245.6875631162,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/28,1001,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-500000-1,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,488866.741600218,41.941986216136485,1.4997372470851342,7229021.92714451,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/28,1002,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-500000-2,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,509756.13628389005,25.082575519244642,-3.2897486607961546,9117580.608296515,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/28,1000,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-2000000-0,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,2197071.004936088,24.60687741021603,4.495814945138406,5828695.3067518,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/28,1001,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-2000000-1,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,2032854.556010359,-32.477997173534945,-2.8432801874174043,9377133.651304383,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/28,1002,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-2000000-2,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,2098382.424639552,0.5933911898645192,4.793364913989922,4387083.065378613,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/28,1000,Stock-\x90H\x97\xbf\x95i-5000-0,\x90H\x97\xbf\x95i,5152.335617507636,6.935303487639516,0.8088909999794467,811891.1037319936,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/28,1001,Stock-\x90H\x97\xbf\x95i-5000-1,\x90H\x97\xbf\x95i,5272.140967382051,-90.20763479016873,1.9929099971516626,4103860.1830435926,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/28,1002,Stock-\x90H\x97\xbf\x95i-5000-2,\x90H\x97\xbf\x95i,4888.7465870237465,-57.548849684633694,-1.7535557225497875,4623743.567496376,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/28,1000,Stock-\x90H\x97\xbf\x95i-50000-0,\x90H\x97\xbf\x95i,48088.437327331594,-2.9578258774588733,-0.7045211109645431,3346138.4518857994,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/28,1001,Stock-\x90H\x97\xbf\x95i-50000-1,\x90H\x97\xbf\x95i,54047.809654540055,37.92894588927902,4.024918681016906,4372565.714179829,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/28,1002,Stock-\x90H\x97\xbf\x95i-50000-2,\x90H\x97\xbf\x95i,53090.74830699135,-88.32311953099234,-3.069612881135002,5667172.154030986,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/28,1000,Stock-\x90H\x97\xbf\x95i-500000-0,\x90H\x97\xbf\x95i,467512.6187728532,-60.60166479351297,-4.192739101630955,8871166.69145929,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/28,1001,Stock-\x90H\x97\xbf\x95i-500000-1,\x90H\x97\xbf\x95i,515580.43069272477,-90.06951451974567,-2.7812266203186384,9451232.023484278,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/28,1002,Stock-\x90H\x97\xbf\x95i-500000-2,\x90H\x97\xbf\x95i,490408.6883840986,-11.681515217950135,-0.7193879004143824,9777291.326595176,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/28,1000,Stock-\x90H\x97\xbf\x95i-2000000-0,\x90H\x97\xbf\x95i,1853042.6077130055,-61.236959636195905,-2.1510857849299914,4624517.721254306,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/28,1001,Stock-\x90H\x97\xbf\x95i-2000000-1,\x90H\x97\xbf\x95i,1947625.5376212066,56.22597514573846,4.816802956140547,6516741.746424739,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/28,1002,Stock-\x90H\x97\xbf\x95i-2000000-2,\x90H\x97\xbf\x95i,1806495.0017783323,-41.75957960274721,-2.0652563999713447,9215643.767562464,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/28,1000,Stock-\x8c\x9a\x90݋\xc6-5000-0,\x8c\x9a\x90݋\xc6,4551.454433259921,-67.04846246316438,-0.2118091022570372,4752260.246361244,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/28,1001,Stock-\x8c\x9a\x90݋\xc6-5000-1,\x8c\x9a\x90݋\xc6,4872.786160527853,59.506393990763996,-3.0751490587359323,1452861.8826776205,Prime,1000.0,1000.0,1010.0,990.0,10000.0
