\x93\xfa\x95t,\x83R\x81[\x83h,\x96\xc1\x95\xbf\x96\xbc,\x8bƎ\xed,\x8e\x9e\x89\xbf\x91\x8d\x8az\x81i\x95S\x96\x9c\x89~\x81j,\x91O\x93\xfa\x94\xe4,\x91O\x93\xfa\x94\xe4\x81i\x81\x93\x81j,\x94\x84\x94\x83\x91\xe3\x8b\xe0\x81i\x90\xe7\x89~\x81j,\x8es\x8f\xea,\x8fI\x92l,\x8en\x92l,\x8d\x82\x92l,\x88\xc0\x92l,\x8fo\x97\x88\x8d\x82
2025/12/12,1000,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-5000-0,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,4881.882661192312,60.99285065100821,-2.329741408973127,897721.8565915325,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/12,1001,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-5000-1,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,5345.963916719145,-56.27980303104594,-4.346927758694065,7297326.717651843,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/12,1002,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-5000-2,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,5458.692359357689,-0.9442740540119843,-1.4759000766245736,6608213.720762779,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/12,1000,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-50000-0,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,49991.14308742625,-20.067075498101005,-2.123432527029011,1068615.126897125,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/12,1001,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-50000-1,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,47889.46698731743,1.3704664804708386,2.511103387906103,1005483.4671597676,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/12,1002,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-50000-2,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,45262.475887559514,-48.59896949714781,2.741724135576278,7373543.879157405,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/12,1000,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-500000-0,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,480291.43714543007,68.31096362168972,3.434180096121004,7672458.285633636,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/12,1001,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-500000-1,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,539704.1810296664,32.31127307935543,3.1780063627600637,6001983.761591501,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/12,1002,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-500000-2,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,526232.2519657173,-10.284042549849232,-3.9980313747679466,5500620.102083885,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/12,1000,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-2000000-0,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,1808392.9335031763,-87.47555679165077,-3.8216800150714314,2150970.7330820467,Prime,1000.0,1000.0,1010.0,990.0,10000.0
