\x93\xfa\x95t,\x83R\x81[\x83h,\x96\xc1\x95\xbf\x96\xbc,\x8bƎ\xed,\x8e\x9e\x89\xbf\x91\x8d\x8az\x81i\x95S\x96\x9c\x89~\x81j,\x91O\x93\xfa\x94\xe4,\x91O\x93\xfa\x94\xe4\x81i\x81\x93\x81j,\x94\x84\x94\x83\x91\xe3\x8b\xe0\x81i\x90\xe7\x89~\x81j,\x8es\x8f\xea,\x8fI\x92l,\x8en\x92l,\x8d\x82\x92l,\x88\xc0\x92l,\x8fo\x97\x88\x8d\x82
2025/12/15,1000,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-5000-0,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,4709.180562126503,99.96489226315859,-3.160594757792289,9010031.228717001,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1001,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-5000-1,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,4585.662901135827,54.62050334525691,4.606576396254027,9349681.278282452,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1002,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-5000-2,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,5277.365192812784,-19.527018255480797,0.9917855322284606,5630958.1685048435,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1000,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-50000-0,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,53234.86762556494,-78.40135008471233,-0.10407919380671782,4414960.919455745,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1001,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-50000-1,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,52196.47121882016,32.33025539669973,-4.199427987205303,8600999.328445135,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1002,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-50000-2,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,49706.36860506356,-76.3951251809085,1.239634147154634,5602012.348057296,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1000,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-500000-0,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,496234.50779882603,-84.84459679217882,3.420043608021995,1054317.5529841525,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1001,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-500000-1,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,467379.67675437016,84.57160388885902,2.4190586140765182,7041840.154425413,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1002,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-500000-2,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,467674.4332499472,76.02670866438089,-1.5130977588380947,3630281.1422575237,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1000,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-2000000-0,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,2158493.122785468,-68.14932636522886,-4.142858846829451,730094.5083208453,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1001,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-2000000-1,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,1962113.61658335,-42.894478938207484,-1.096898600937175,9015635.089824563,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1002,Stock-\x90\x85\x8eY\x81E\x94_\x97ы\xc6-2000000-2,\x90\x85\x8eY\x81E\x94_\x97ы\xc6,2052996.1809381412,24.735363316431275,0.38131616269534785,7595114.158845128,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1000,Stock-\x90H\x97\xbf\x95i-5000-0,\x90H\x97\xbf\x95i,5203.881914932626,-37.06855654708661,-1.0981040841253487,9377868.154007046,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1001,Stock-\x90H\x97\xbf\x95i-5000-1,\x90H\x97\xbf\x95i,4741.539905241825,57.97148962509263,-3.5350963998773857,756215.1655968723,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1002,Stock-\x90H\x97\xbf\x95i-5000-2,\x90H\x97\xbf\x95i,5121.759912471306,-71.4300342709131,-2.494751501800123,1908734.780864837,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1000,Stock-\x90H\x97\xbf\x95i-50000-0,\x90H\x97\xbf\x95i,48060.285575230155,17.77080108567661,-0.1865805674131149,3021138.901985893,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1001,Stock-\x90H\x97\xbf\x95i-50000-1,\x90H\x97\xbf\x95i,46495.49947822911,89.12642067365127,1.4028500777462654,4794947.625190371,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1002,Stock-\x90H\x97\xbf\x95i-50000-2,\x90H\x97\xbf\x95i,48438.990909683744,70.69396107065103,3.374694018104039,3802453.2284681275,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1000,Stock-\x90H\x97\xbf\x95i-500000-0,\x90H\x97\xbf\x95i,462911.7024114724,42.30382901393551,2.8536527808293357,7279703.970516883,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1001,Stock-\x90H\x97\xbf\x95i-500000-1,\x90H\x97\xbf\x95i,505117.5068133229,-51.865586229972706,2.1701375707998825,4669537.062699564,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1002,Stock-\x90H\x97\xbf\x95i-500000-2,\x90H\x97\xbf\x95i,531868.1990704074,28.271695132603583,-2.719131134731777,7946114.545758386,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1000,Stock-\x90H\x97\xbf\x95i-2000000-0,\x90H\x97\xbf\x95i,2160477.418163995,88.05914940335268,-2.7250780658123164,3469582.6222929806,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1001,Stock-\x90H\x97\xbf\x95i-2000000-1,\x90H\x97\xbf\x95i,2052427.5944451075,-55.73889620504613,2.5611398579932567,806603.3889545627,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1002,Stock-\x90H\x97\xbf\x95i-2000000-2,\x90H\x97\xbf\x95i,1952538.1698144656,14.816423364425859,-0.8309149352922072,2137931.955521951,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1000,Stock-\x8c\x9a\x90݋\xc6-5000-0,\x8c\x9a\x90݋\xc6,4880.766787687142,34.47773582610415,3.7186536190196655,5593481.333437737,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1001,Stock-\x8c\x9a\x90݋\xc6-5000-1,\x8c\x9a\x90݋\xc6,4767.714850536575,-21.47341521836026,-0.9718430678145324,3370761.563339784,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1002,Stock-\x8c\x9a\x90݋\xc6-5000-2,\x8c\x9a\x90݋\xc6,4708.641564692299,-39.82181665802636,-1.2469397468856402,7253814.640182531,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1000,Stock-\x8c\x9a\x90݋\xc6-50000-0,\x8c\x9a\x90݋\xc6,52554.33751258154,-7.446880330492988,0.3891539162813409,842637.5048164764,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1001,Stock-\x8c\x9a\x90݋\xc6-50000-1,\x8c\x9a\x90݋\xc6,53078.1144366847,23.825745090078513,1.7152736310966334,5323273.595016575,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1002,Stock-\x8c\x9a\x90݋\xc6-50000-2,\x8c\x9a\x90݋\xc6,53072.71094752224,0.6516196910653065,-2.822179830214374,5183846.377160589,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1000,Stock-\x8c\x9a\x90݋\xc6-500000-0,\x8c\x9a\x90݋\xc6,466599.5385758641,-33.52780374690525,-4.584567144080305,6419151.577424476,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1001,Stock-\x8c\x9a\x90݋\xc6-500000-1,\x8c\x9a\x90݋\xc6,525599.1965811409,15.51360607634949,0.864572010222945,2975275.506845425,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1002,Stock-\x8c\x9a\x90݋\xc6-500000-2,\x8c\x9a\x90݋\xc6,510725.32141268614,57.82959922203466,-0.12422388983554544,9062300.469407465,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1000,Stock-\x8c\x9a\x90݋\xc6-2000000-0,\x8c\x9a\x90݋\xc6,1812890.2827624269,1.954112707377817,-0.038573017278396016,1735083.2531639794,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1001,Stock-\x8c\x9a\x90݋\xc6-2000000-1,\x8c\x9a\x90݋\xc6,1846295.9227423053,87.27499531229245,2.162366967116559,2197981.2715187417,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1002,Stock-\x8c\x9a\x90݋\xc6-2000000-2,\x8c\x9a\x90݋\xc6,2191897.7629284738,-25.41800009541126,2.012006132976726,4781780.681227454,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1000,Stock-\x93S\x8d|-5000-0,\x93S\x8d|,5207.73484446864,6.765576226358959,-4.128250271778468,2809694.063739459,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1001,Stock-\x93S\x8d|-5000-1,\x93S\x8d|,4827.292542424081,52.24605482142789,0.44645781968809306,2664876.700906325,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1002,Stock-\x93S\x8d|-5000-2,\x93S\x8d|,4989.058678998736,30.05231318873095,-2.1238002812915324,5813185.900698513,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1000,Stock-\x93S\x8d|-50000-0,\x93S\x8d|,45578.62982572469,73.18301856543144,-2.008850444233307,635622.5113499421,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1001,Stock-\x93S\x8d|-50000-1,\x93S\x8d|,48270.471495000515,95.07393321815522,1.419405220933756,5249076.2522322135,Prime,1000.0,1000.0,1010.0,990.0,10000.0
2025/12/15,1002,Stock-\x93S\x8d|-50000-2,\x93S\x8d|,50931.3822287215,77.16195946617398,-0.45973318253490714,8980131.868836481,Prime,1000.0,1000.0,1010.0,990.0,10000.0
